
(0) Date, (1) Northern_Hemisphere, (2) Beaufort_Sea, (3) Chukchi_Sea, (4) East_Siberian_Sea, (5) Laptev_Sea, (6) Kara_Sea, (7) Barents_Sea, (8) Greenland_Sea, (9) Baffin_Bay_Gulf_of_St._Lawrence, (10) Canadian_Archipelago, (11) Hudson_Bay, (12) Central_Arctic, (13) Bering_Sea, (14) Baltic_Sea, (15) Sea_of_Okhotsk, (16) Yellow_Sea, (17) Cook_Inlet
 2019303, 7719796.78,  694607.09,  152218.29,  918682.71,  762062.46,  526785.39,  159132.39,  433268.43,  117317.76,  723556.71,     569.54, 3221229.21,    4964.18,       0.00,    4260.57,       0.00,       0.00
 2019304, 7873830.97,  700341.66,  169400.64,  959947.83,  795682.47,  568307.72,  165837.77,  430073.71,  120175.20,  727404.52,    3816.24, 3222143.41,    4952.32,     201.51,    4403.92,       0.00,       0.00
 2019305, 8050158.03,  697728.58,  180734.42, 1013006.57,  859252.39,  616207.88,  158480.76,  441047.73,  120974.98,  721769.33,    3593.11, 3228346.60,    3969.78,     201.51,    3702.36,       0.00,       0.00
 2019306, 8127062.97,  718967.12,  188728.46, 1019795.00,  874088.07,  635909.39,  157748.34,  438711.58,  123940.78,  726917.12,    4428.68, 3227577.01,    4736.14,     670.88,    3702.36,       0.00,       0.00
 2019307, 8324261.27,  766374.46,  202825.08, 1057441.29,  893029.91,  666333.79,  160032.41,  442601.75,  132864.99,  755488.55,    6430.07, 3226995.02,    8815.79,     670.88,    3215.26,       0.00,       0.00
 2019308, 8449295.73,  832046.42,  219030.39, 1056486.74,  897844.80,  672577.18,  167325.94,  447484.68,  134565.62,  768605.34,   10232.60, 3226415.18,   12030.82,     519.61,    2988.39,       0.00,       0.00
 2019309, 8518725.32,  862944.45,  215436.72, 1057105.90,  897844.80,  663368.72,  171898.51,  452790.37,  150761.40,  782144.27,   15633.84, 3226851.02,   17731.19,      83.70,    2988.39,       0.00,       0.00
 2019310, 8629818.42,  855002.09,  237295.36, 1066557.44,  895209.32,  670521.53,  196260.63,  459932.39,  199126.94,  786018.69,   16095.61, 3225853.11,   17731.19,      83.70,    2988.39,       0.00,       0.00
 2019311, 8789319.83,  902790.08,  252540.34, 1071474.70,  896911.97,  704171.30,  219495.54,  464545.96,  190748.02,  797844.43,   43634.04, 3222839.27,   18305.22,      83.70,    2793.21,       0.00,       0.00
 2019312, 8848410.87,  920411.38,  245169.11, 1059971.65,  896911.97,  722085.73,  231293.78,  469761.42,  208464.93,  802303.51,   47627.20, 3223836.62,   15848.15,    2129.00,    1454.39,       0.00,       0.00
 2019313, 8934297.37,  964070.74,  222590.26, 1054836.19,  897844.80,  760725.59,  228767.14,  474633.25,  225015.63,  803902.25,   57780.39, 3223616.85,   14649.77,    3316.37,    1406.11,       0.00,       0.00
 2019314, 9014189.66,  959614.08,  226428.54, 1065006.55,  897844.80,  768729.23,  225427.22,  480065.09,  241950.52,  826570.72,   77328.26, 3225671.20,   13688.95,    3316.37,    1406.11,       0.00,       0.00
 2019315, 9094069.27,  979646.81,  243579.83, 1064024.28,  897844.80,  772821.02,  234972.27,  476616.15,  249404.98,  843550.74,   84201.66, 3227451.82,   13286.26,    2597.09,    2929.53,       0.00,       0.00
 2019316, 9203890.99,  998528.48,  254078.82, 1068099.78,  897844.80,  786298.15,  249061.36,  482063.95,  273766.84,  844196.02,  103092.57, 3224197.84,   14557.33,    3516.51,    3446.53,       0.00,       0.00
 2019317, 9320490.91, 1039809.69,  277257.33, 1069026.90,  897844.80,  808548.46,  240975.91,  482122.77,  284936.53,  848659.28,  122148.16, 3228280.38,   11599.01,    3516.51,    4623.16,       0.00,       0.00
 2019318, 9375771.22, 1048652.67,  328647.08, 1037345.18,  897844.80,  830915.00,  231033.09,  486877.33,  293070.07,  848659.28,  126578.95, 3225267.06,   11599.01,    3516.51,    4623.16,       0.00,       0.00
 2019319, 9427576.24, 1059457.03,  354586.51, 1027373.13,  897844.80,  803291.51,  255541.85,  491083.16,  293949.80,  853120.89,  147578.19, 3218798.10,   11364.96,    3516.51,    8927.77,       0.00,       0.00
 2019320, 9481531.46, 1065804.18,  381461.23, 1040711.23,  897844.80,  762344.44,  253020.09,  489513.60,  306470.90,  853155.77,  185042.31, 3211993.04,   16978.89,    5427.79,   10621.16,       0.00,       0.00
 2019321, 9596411.99, 1066049.94,  412320.49, 1051968.48,  897844.80,  786457.57,  241481.03,  483440.80,  324781.80,  854282.42,  211144.16, 3212112.85,   38528.03,    4103.90,   10753.70,       0.00,       0.00
 2019322, 9708160.46, 1064878.10,  452563.26, 1065169.29,  897844.80,  821344.65,  241760.12,  491342.55,  331097.58,  854282.42,  209152.88, 3208107.89,   53537.67,    4103.90,   11833.34,       0.00,       0.00
 2019323, 9783206.89, 1062467.86,  477702.33, 1081706.09,  897844.80,  841711.11,  232583.27,  488146.78,  333128.56,  854282.42,  228859.88, 3199359.20,   65307.15,    4103.90,   14861.50,       0.00,       0.00
 2019324, 9888502.99, 1063359.71,  517821.76, 1083954.77,  897844.80,  807562.29,  255306.30,  502301.21,  362245.45,  854282.42,  256574.91, 3206292.93,   58191.47,    4103.90,   17519.05,       0.00,       0.00
 2019325, 9901461.44, 1063641.96,  496730.60, 1083136.64,  897844.80,  800616.84,  278376.02,  521262.65,  370060.59,  854282.42,  244722.92, 3209940.68,   58233.15,    4103.90,   17366.24,       0.00,       0.00
 2019326,10046002.19, 1068177.91,  500259.73, 1083970.02,  897844.80,  844896.23,  290233.71,  524964.93,  403127.90,  854282.42,  273091.54, 3210447.18,   67277.56,    4121.47,   22164.75,       0.00,       0.00
 2019327,10132493.54, 1070654.85,  517718.08, 1083970.02,  897844.80,  871849.99,  296156.78,  531664.30,  403213.12,  854282.42,  297183.44, 3209269.59,   70251.16,    3752.84,   23540.10,       0.00,       0.00
 2019328,10149925.53, 1070654.85,  545243.81, 1081978.41,  897844.80,  859441.69,  289801.96,  540111.54,  392836.97,  854282.42,  305135.92, 3214915.07,   69690.53,    3585.43,   23260.08,       0.00,       0.00
 2019329,10275372.47, 1070654.85,  606271.97, 1085201.45,  897844.80,  857530.22,  316562.67,  556594.30,  381436.95,  854282.42,  315192.44, 3221230.89,   77714.78,    3585.43,   26827.66,       0.00,       0.00
 2019330,10321760.90, 1070654.85,  602646.88, 1082828.34,  897844.80,  856161.59,  333783.50,  577941.64,  381236.94,  854282.42,  328763.22, 3222534.60,   75007.78,    3585.43,   30047.28,       0.00,       0.00
 2019331,10240217.91, 1070654.85,  528810.86, 1078372.28,  897844.80,  856161.59,  333783.50,  577941.64,  381236.94,  854282.42,  339970.04, 3222534.60,   60550.04,    3585.43,   30047.28,       0.00,       0.00
 2019332,10445612.03, 1070654.85,  523209.66, 1075410.47,  897844.80,  887711.18,  385616.40,  595665.62,  412460.00,  854282.42,  393185.77, 3230116.48,   64501.70,    4540.93,   45970.11,       0.00,       0.00
 2019333,10544317.13, 1065852.62,  514708.23, 1083093.72,  897844.80,  920264.41,  400848.74,  587728.21,  428899.81,  854282.42,  431744.36, 3227810.83,   73282.86,    5813.55,   47700.94,       0.00,       0.00
 2019334,10513440.17, 1066482.09,  532114.35, 1075505.37,  897844.80,  911573.93,  389512.21,  557280.94,  433300.49,  854145.23,  441824.69, 3220873.95,   74657.55,    6181.98,   47700.94,       0.00,       0.00
 2019335,10545509.34, 1069363.31,  594225.48, 1076922.45,  897844.80,  893610.38,  346793.26,  570125.13,  433034.31,  854145.23,  445316.70, 3220873.95,   84929.78,    6181.98,   47700.94,       0.00,       0.00
 2019336,10593295.34, 1068035.81,  589414.10, 1076184.24,  897844.80,  895985.59,  326856.36,  576349.87,  446376.66,  854145.23,  482422.62, 3224087.51,   89728.71,    6181.98,   55240.21,       0.00,       0.00
 2019337,10710988.28, 1070654.85,  615516.48, 1079305.90,  897844.80,  895683.93,  336809.88,  568002.01,  474466.87,  854145.23,  530553.48, 3222126.54,   95025.52,    6650.92,   59760.22,       0.00,       0.00
 2019338,10780508.69, 1070654.85,  645397.50, 1080017.73,  897844.80,  908489.63,  331958.67,  547902.65,  488711.76,  854145.23,  572468.09, 3219712.80,  100458.71,    6650.92,   51653.71,       0.00,       0.00
 2019339,10980517.54, 1070654.85,  678192.17, 1083044.10,  897844.80,  915007.13,  311302.03,  527605.53,  580500.05,  854145.23,  674124.27, 3213667.45,  103032.38,    6650.92,   60304.98,       0.00,       0.00
 2019340,11123816.40, 1070654.85,  719053.55, 1082663.40,  897844.80,  918756.43,  335824.41,  519950.52,  598795.15,  854282.42,  718604.00, 3207637.67,  118298.45,    4994.13,   71950.40,       0.00,      64.56
 2019341,11291517.22, 1070654.85,  742243.35, 1084943.63,  897844.80,  930183.44,  356907.49,  504346.32,  606754.81,  854282.42,  816467.22, 3211487.73,  123482.26,    5496.82,   84415.16,     339.21,      64.56
 2019342,11449710.97, 1070654.85,  749011.90, 1084943.63,  897844.80,  931292.68,  394041.61,  513404.89,  653221.82,  854282.42,  856002.93, 3217408.03,  130873.38,    5916.13,   88804.99,     339.21,      64.56
 2019343,11551153.31, 1070654.85,  758474.59, 1085514.11,  897844.80,  919258.14,  409940.67,  520626.99,  666893.43,  854282.42,  913816.99, 3225460.15,  112143.83,    5596.31,  108639.13,     339.21,      64.56
 2019344,11553927.85, 1070654.85,  767288.62, 1085721.45,  897844.80,  903990.67,  397346.04,  516628.51,  653072.20,  854282.42,  915584.52, 3231810.16,  115652.58,    5695.57,  136348.53,     339.21,      64.56
 2019345,11641243.57, 1070654.85,  755653.42, 1087068.20,  897844.80,  913061.94,  424639.48,  525898.56,  657797.08,  854282.42,  984064.41, 3231810.16,   92346.05,    8452.10,  135663.19,     339.21,      64.56
 2019346,11646941.51, 1070654.85,  762376.43, 1086999.31,  897844.80,  914929.22,  414515.43,  525539.98,  652722.29,  854282.42,  985314.54, 3227817.04,   93774.49,    8452.10,  149711.70,     339.21,      64.56
 2019347,11833584.08, 1070654.85,  789902.15, 1087102.72,  897844.80,  926122.53,  412648.05,  515960.21,  704303.19,  854282.42, 1089588.40, 3218782.28,  105812.66,    7509.46,  151524.56,     339.21,      64.56
 2019348,11951691.88, 1070654.85,  816801.35, 1087137.23,  897844.80,  932256.08,  415721.98,  514117.12,  726094.30,  854282.42, 1139797.08, 3220235.97,  107647.54,    7442.73,  160351.26,     100.58,      64.56
 2019349,12080997.72, 1066411.97,  831878.26, 1087137.23,  897844.80,  930269.15,  420865.73,  525228.93,  741321.24,  854282.42, 1182552.95, 3227020.83,  124695.96,    5581.36,  184624.84,      75.45,      64.56
 2019350,12120898.42, 1068908.80,  848279.50, 1087137.23,  897844.80,  929234.71,  427715.58,  517178.24,  740398.63,  854282.42, 1192006.73, 3229143.73,  129665.33,    5581.36,  192239.31,      75.45,      64.56
 2019351,12118550.87, 1068132.75,  873556.84, 1087137.23,  897844.80,  929745.00,  447463.23,  497660.50,  724219.65,  854282.42, 1162587.74, 3227785.32,  138254.85,    6602.72,  201995.78,      75.45,      64.56
 2019352,12072616.41, 1067096.14,  877758.79, 1087137.23,  897844.80,  929539.42,  452897.82,  509878.91,  708292.74,  854282.42, 1142336.61, 3230453.00,  147694.21,    6535.89,  159322.50,     339.32,      64.56
 2019353,12137873.26, 1068323.62,  901038.60, 1087137.23,  897844.80,  929046.77,  450311.51,  505461.68,  726323.83,  854282.42, 1132213.49, 3230453.00,  154830.67,    8363.15,  190696.58,     339.32,      64.56
 2019354,12245757.47, 1070223.38,  936432.05, 1087137.23,  897844.80,  927813.81,  458667.41,  525079.36,  741985.97,  854282.42, 1127246.07, 3232341.89,  156977.56,   13753.21,  214426.39,     339.32,      64.56
 2019355,12280123.79, 1070223.38,  921246.57, 1087137.23,  897844.80,  928419.94,  444955.35,  525927.39,  736193.49,  854282.42, 1149606.29, 3231468.64,  138314.11,   12313.55,  280644.71,     339.32,      64.56
 2019356,12428357.17, 1070223.38,  933275.61, 1087137.23,  897844.80,  929741.54,  447092.92,  533666.37,  751185.49,  854282.42, 1213848.34, 3225390.87,  147493.48,   11461.53,  324167.27,     339.32,      64.56
 2019357,12530665.92, 1070223.38,  936639.11, 1087137.23,  897844.80,  934013.11,  473763.82,  537015.78,  789655.78,  854282.42, 1220343.91, 3225390.87,  147633.11,   10522.61,  344654.06,     339.32,      64.56
 2019358,12607521.71, 1070223.38,  952824.12, 1087137.23,  897844.80,  934622.70,  484515.87,  556424.46,  789655.78,  854282.42, 1220343.91, 3223028.31,  171376.77,   10522.61,  350311.41,     339.32,    2695.35
 2019359,12678884.37, 1070223.38,  965021.44, 1087137.23,  897844.80,  934934.33,  496214.11,  568432.83,  783780.90,  854282.42, 1220343.91, 3218607.75,  204535.74,   10522.61,  362808.42,     339.32,    2695.35
 2019360,12835977.94, 1070654.85,  965972.44, 1087137.23,  897844.80,  935023.26,  519767.61,  572019.95,  784448.40,  854282.42, 1253165.66, 3224991.81,  225913.76,   11744.39,  425800.21,    3373.76,    2695.35
 2019361,12872536.73, 1070654.85,  965972.44, 1087137.23,  897844.80,  933859.99,  512854.57,  571397.48,  787726.24,  854282.42, 1254673.55, 3229251.72,  249810.42,   11877.94,  437981.93,    3373.76,    2695.35
 2019362,12880750.42, 1070654.85,  965972.44, 1087137.23,  897844.80,  935023.26,  518383.70,  553154.73,  817794.61,  854282.42, 1260855.39, 3228963.91,  273001.09,   13156.37,  400531.44,     565.08,    2109.15
 2019363,12835321.71, 1070654.85,  965972.44, 1087137.23,  897844.80,  934003.19,  464869.55,  545460.98,  824996.72,  854282.42, 1259199.93, 3222670.04,  300332.88,    9609.56,  394885.63,     150.31,    2109.15
 2019364,12899613.20, 1070654.85,  965972.44, 1087137.23,  897844.80,  932803.59,  463991.99,  573778.27,  836883.21,  854282.42, 1256127.59, 3221327.47,  326804.89,    8302.65,  400300.31,     150.31,    2109.15
 2019365,12979999.63, 1070654.85,  965972.44, 1087137.23,  897844.80,  929682.12,  479642.31,  590097.71,  851131.02,  854282.42, 1254576.01, 3228672.06,  362317.19,    8738.41,  390112.67,    5887.21,    2109.15
 2020001,13066359.73, 1070654.85,  965972.44, 1087137.23,  897844.80,  929197.83,  522542.90,  604752.47,  852605.98,  854282.42, 1254576.01, 3229434.07,  389226.90,    8738.41,  390112.67,    5887.21,    2109.15
 2020002,13087721.82, 1070654.85,  965972.44, 1087137.23,  897844.80,  929351.39,  533770.87,  575363.82,  852605.98,  854282.42, 1254576.01, 3231793.09,  411173.72,    9307.99,  404695.46,    5887.21,    2109.15
 2020003,13115664.30, 1070654.85,  965972.44, 1087137.23,  897844.80,  929243.14,  556982.02,  562429.01,  852605.98,  854282.42, 1254576.01, 3235040.49,  428510.58,    9307.99,  401921.14,    5887.21,    2109.15
 2020004,13189628.78, 1070654.85,  965972.44, 1087137.23,  897844.80,  929340.08,  543129.43,  557426.46,  861716.99,  854282.42, 1256021.88, 3238758.40,  465460.55,    6162.06,  446128.45,    6323.77,    2109.15
 2020005,13153231.62, 1070654.85,  961281.97, 1087137.23,  897844.80,  923216.86,  528916.81,  565835.13,  839922.12,  854282.42, 1246536.67, 3240316.49,  475345.84,    8713.27,  443652.19,    6323.77,    2109.15
 2020006,13186511.02, 1070654.85,  965191.65, 1087137.23,  897844.80,  923885.20,  529484.76,  550340.18,  863014.74,  854282.42, 1254802.94, 3242581.86,  483215.76,   11614.32,  439153.20,    6323.77,    5841.31
 2020007,13221576.55, 1070654.85,  961293.20, 1087137.23,  897844.80,  921042.61,  511537.01,  506250.18,  925209.57,  854282.42, 1257895.21, 3237704.50,  494053.27,   11828.51,  471472.56,    5939.78,    6271.03
 2020008,13296718.18, 1070654.85,  965972.44, 1087137.23,  897844.80,  923252.74,  539859.75,  477217.36,  942563.49,  854282.42, 1260191.58, 3237704.50,  497809.43,    9584.33,  519260.53,    5939.78,    6271.03
 2020009,13216134.26, 1070654.85,  965972.44, 1087137.23,  897844.80,  927230.88,  492149.34,  469316.96,  941401.43,  854282.42, 1260191.58, 3217468.27,  484013.09,    7755.09,  524414.07,    9017.61,    6112.27
 2020010,13266963.31, 1070654.85,  965972.44, 1087137.23,  897844.80,  932500.46,  490009.76,  483558.47,  950240.31,  854282.42, 1260191.58, 3218002.28,  483785.75,    8542.65,  546163.36,   10380.22,    6418.05
 2020011,13311699.96, 1070654.85,  965972.44, 1087137.23,  897844.80,  932500.46,  490009.76,  483558.47,  961187.03,  854282.42, 1260191.58, 3218002.28,  472296.46,    8542.65,  580782.14,   16732.49,    6418.05
 2020012,13353911.47, 1070654.85,  965972.44, 1087137.23,  897844.80,  932257.92,  560535.98,  469343.38,  973485.30,  854282.42, 1260191.58, 3227310.92,  427834.56,    8762.16,  589685.10,   16732.49,    6418.05
 2020013,13450015.25, 1070654.85,  965972.44, 1087137.23,  897844.80,  932485.92,  580772.09,  486040.17, 1004853.31,  854282.42, 1260191.58, 3231013.33,  430405.03,    8863.49,  610885.77,   16732.49,    6418.05
 2020014,13541376.08, 1070654.85,  965972.44, 1087137.23,  897844.80,  932936.03,  619526.03,  483377.39, 1039078.63,  854282.42, 1260191.58, 3233354.04,  414963.26,    8863.49,  651003.52,    8675.43,   12360.82
 2020015,13600456.10, 1070654.85,  965972.44, 1087137.23,  897844.80,  932936.03,  607871.44,  496659.58, 1077216.39,  854282.42, 1260191.58, 3234894.24,  402999.25,    5672.63,  684762.81,    8224.52,   11981.74
 2020016,13708942.90, 1070654.85,  965972.44, 1087137.23,  897844.80,  933195.78,  640857.66,  510114.46, 1119004.35,  854282.42, 1260191.58, 3237886.87,  375829.44,    5672.63,  729036.49,    8126.03,   11981.74
 2020017,13748638.56, 1070654.85,  965972.44, 1087137.23,  897844.80,  933499.25,  642223.77,  519311.38, 1124598.31,  854282.42, 1260191.58, 3241366.67,  382913.47,    7850.91,  739492.89,    8162.72,   11981.74
 2020018,13803662.42, 1070654.85,  965972.44, 1087137.23,  897844.80,  933827.59,  656940.90,  525351.07, 1113862.59,  854282.42, 1260191.58, 3240186.49,  398679.25,    8319.98,  765210.70,    8162.72,   15883.68
 2020019,13933539.51, 1070654.85,  965972.44, 1087137.23,  897844.80,  933810.28,  646749.59,  525324.03, 1155617.72,  854282.42, 1260191.58, 3239661.87,  443026.64,    9624.53,  817159.73,    9444.01,   15883.68
 2020020,13971887.46, 1070654.85,  965972.44, 1087137.23,  897844.80,  933758.33,  636647.21,  506339.53, 1186729.96,  854282.42, 1260191.58, 3237650.39,  453626.02,    9143.35,  850005.10,    5473.93,   15276.21
 2020021,14025928.93, 1070654.85,  965972.44, 1087137.23,  897844.80,  932336.66,  633907.78,  539272.08, 1203182.51,  854282.42, 1260191.58, 3240225.62,  466331.73,    7201.81,  846161.99,    4795.10,   15276.21
 2020022,14111074.09, 1070654.85,  965972.44, 1087137.23,  897844.80,  932264.32,  639475.73,  542302.19, 1251402.31,  854282.42, 1260191.58, 3241367.46,  471570.46,    6883.48,  868954.29,    4133.81,   15482.60
 2020023,14154689.49, 1070654.85,  965972.44, 1087137.23,  897844.80,  933650.04,  662426.04,  520174.31, 1270062.03,  854282.42, 1260191.58, 3239772.33,  483265.53,    9979.03,  878011.29,    3432.89,   16397.45
 2020024,14105219.65, 1070654.85,  965972.44, 1087137.23,  897844.80,  934169.70,  644810.01,  520697.01, 1245234.72,  854282.42, 1260191.58, 3228922.91,  481801.14,    9158.40,  883076.84,    3432.89,   16397.45
 2020025,14145012.05, 1070654.85,  965972.44, 1087137.23,  897844.80,  933604.26,  700140.03,  523969.84, 1227612.19,  854282.42, 1260191.58, 3227146.55,  484107.17,    8406.40,  880070.11,    3432.89,   18747.02
 2020026,14213225.45, 1070654.85,  965972.44, 1087137.23,  897844.80,  934226.68,  749677.03,  505674.94, 1251523.83,  854282.42, 1260191.58, 3232625.35,  499102.18,    9410.81,  869865.22,    3432.89,   19679.70
 2020027,14254496.64, 1070654.85,  965972.44, 1087137.23,  897844.80,  934900.73,  763834.41,  484861.09, 1267692.75,  854282.42, 1260191.58, 3231518.80,  517114.26,   13353.72,  876705.59,    7000.49,   19259.73
 2020028,14274715.02, 1070654.85,  965972.44, 1087137.23,  897844.80,  934900.73,  777723.67,  480846.60, 1265609.75,  854282.42, 1260191.58, 3225983.11,  536673.06,   11650.54,  876705.59,    7000.49,   19259.73
 2020029,14313188.55, 1070654.85,  965972.44, 1087137.23,  897844.80,  934900.73,  780450.51,  471933.16, 1250823.07,  854282.42, 1260191.58, 3218378.86,  564848.29,   12938.65,  919228.98,    1492.45,   20027.75
 2020030,14333538.22, 1070654.85,  965972.44, 1087137.23,  897844.80,  934900.73,  783309.77,  482444.49, 1260581.38,  854282.42, 1260191.58, 3212863.77,  584617.39,   12938.65,  894007.90,    9642.89,   20712.69
 2020031,14458408.88, 1070654.85,  965972.44, 1087137.23,  897844.80,  934900.73,  780061.75,  502390.33, 1305665.63,  854282.42, 1260191.58, 3221161.17,  620196.49,   12186.70,  915144.11,    8470.71,   20712.69
 2020032,14385326.86, 1070654.85,  965972.44, 1087137.23,  897844.80,  934900.73,  693817.00,  513272.42, 1275575.93,  854282.42, 1260191.58, 3223593.95,  632443.10,   12186.70,  932835.07,    8470.71,   20712.69
 2020033,14339015.60, 1070654.85,  965972.44, 1087137.23,  897844.80,  934900.73,  674310.26,  528235.47, 1275575.93,  854282.42, 1260191.58, 3230989.08,  616597.04,   12186.70,  899518.43,    8470.71,   20712.69
 2020034,14399239.46, 1070654.85,  965972.44, 1087137.23,  897844.80,  934900.73,  679015.40,  540075.87, 1292890.28,  854282.42, 1260191.58, 3237190.23,  629418.44,   14603.93,  904326.97,    8470.51,   20458.65
 2020035,14404985.50, 1070654.85,  965972.44, 1087137.23,  897844.80,  930238.85,  696378.36,  569669.00, 1281035.27,  854282.42, 1260191.58, 3229870.30,  611742.10,   17928.40,  902516.13,    7260.01,   20458.65
 2020036,14462736.15, 1070654.85,  965972.44, 1087137.23,  897844.80,  931328.00,  719683.22,  560547.93, 1232419.31,  854282.42, 1260191.58, 3235190.57,  623197.14,   18562.73,  980489.46,   12258.79,   11170.56
 2020037,14537986.00, 1070654.85,  965972.44, 1087137.23,  897844.80,  933743.94,  766274.36,  568369.83, 1246242.19,  854282.42, 1260191.58, 3234431.53,  623896.66,   23283.10,  978825.78,   13461.90,   11568.29
 2020038,14613654.15, 1070654.85,  965972.44, 1087137.23,  897844.80,  934624.56,  768160.52,  540907.96, 1293598.92,  854282.42, 1260191.58, 3238130.29,  635072.50,   27170.88, 1014745.77,   11754.79,   11599.51
 2020039,14663181.37, 1070654.85,  965972.44, 1087137.23,  897844.80,  934624.56,  773538.15,  552489.52, 1296135.27,  854282.42, 1260191.58, 3238438.31,  646577.13,   28040.75, 1032270.86,   11754.79,   11584.11
 2020040,14627974.09, 1070654.85,  965972.44, 1087137.23,  897844.80,  934624.56,  766624.72,  514118.47, 1323600.34,  854282.42, 1259930.61, 3234816.92,  660623.16,   19949.75, 1014344.19,    8452.29,   13352.77
 2020041,14660100.37, 1070654.85,  965972.44, 1087137.23,  897844.80,  934624.56,  734771.77,  514874.48, 1390314.34,  854282.42, 1259930.61, 3235834.54,  710796.59,   17340.50,  965929.48,    8040.13,   10107.04
 2020042,14538847.45, 1070654.85,  965972.44, 1087137.23,  897844.80,  934624.56,  644679.91,  516866.96, 1392667.54,  854282.42, 1259930.61, 3237574.66,  684513.73,   13786.72,  960887.32,    8040.13,    7738.99
 2020043,14578079.29, 1070654.85,  965972.44, 1087137.23,  897844.80,  934337.81,  606957.59,  540536.38, 1439158.34,  854282.42, 1259930.61, 3237230.48,  659623.37,   14649.90,  992250.43,    8040.13,    7738.99
 2020044,14497011.92, 1070654.85,  965972.44, 1087137.23,  897844.80,  919260.73,  558753.36,  518422.95, 1381547.10,  854282.42, 1259930.61, 3243174.82,  692291.35,   14122.44, 1023941.11,    1342.60,    6599.53
 2020045,14539497.94, 1070654.85,  965972.44, 1087137.23,  897844.80,  913056.93,  570849.85,  530174.47, 1414428.24,  854282.42, 1259930.61, 3241998.17,  677936.74,   19335.84, 1021428.01,    1342.60,   11320.22
 2020046,14599348.49, 1070654.85,  965972.44, 1087137.23,  897844.80,  915126.02,  610547.90,  534634.17, 1417419.00,  854282.42, 1259930.61, 3243248.64,  669804.00,   24310.28, 1035131.93,    1342.60,    9820.47
 2020047,14650154.20, 1070654.85,  965972.44, 1087137.23,  897844.80,  922911.59,  614551.63,  516715.86, 1445146.77,  854282.42, 1259930.61, 3242269.13,  682580.73,   22530.30, 1047530.54,    7471.11,   10554.32
 2020048,14650523.64, 1070654.85,  965972.44, 1087137.23,  897844.80,  922737.85,  602638.46,  519373.01, 1463883.38,  854282.42, 1259930.61, 3242397.04,  669427.19,   22530.30, 1047969.97,   11119.88,   10554.32
 2020049,14660804.79, 1070654.85,  965972.44, 1087137.23,  897844.80,  912460.61,  567178.42,  540941.53, 1474152.33,  854282.42, 1259930.61, 3244751.82,  681894.37,   16411.32, 1063995.87,   10763.33,   10078.56
 2020050,14662115.53, 1070654.85,  965972.44, 1087137.23,  897844.80,  889534.48,  560840.10,  543269.25, 1504819.89,  854282.42, 1259930.61, 3245695.64,  689543.99,   16627.15, 1053773.03,    9737.72,   10097.67
 2020051,14741869.94, 1070654.85,  965972.44, 1087137.23,  897844.80,  903043.68,  610773.24,  540748.23, 1487852.44,  854282.42, 1259930.61, 3246709.05,  688568.35,   25523.88, 1081282.22,    9890.70,    9585.72
 2020052,14875470.46, 1070654.85,  965972.44, 1087137.23,  897844.80,  906377.66,  648148.06,  538698.30, 1502218.44,  854282.42, 1259930.61, 3246709.05,  731775.57,   25523.88, 1117881.28,    9890.70,   10177.38
 2020053,14933632.36, 1070654.85,  965972.44, 1087137.23,  897844.80,  904785.44,  609719.69,  570837.69, 1529202.72,  854282.42, 1259930.61, 3247777.57,  769908.00,   25523.88, 1117881.28,    9890.70,   10177.38
 2020054,14872040.91, 1070654.85,  965972.44, 1087137.23,  897844.80,  893663.41,  581178.43,  596171.83, 1529202.72,  854282.42, 1259930.61, 3247831.91,  757072.31,   14489.57, 1102029.08,    4111.14,    8362.50
 2020055,14792981.16, 1070654.85,  965972.44, 1087137.23,  897844.80,  858722.20,  571493.46,  616854.70, 1529202.72,  854282.42, 1259930.61, 3247831.91,  739494.77,   16196.35, 1062605.76,    4111.14,    8362.50
 2020056,14750104.19, 1070654.85,  965972.44, 1087137.23,  897844.80,  847268.39,  569608.00,  573119.91, 1526184.88,  854282.42, 1259930.61, 3247904.34,  727303.89,   14600.99, 1092585.31,    3440.08,   10000.50
 2020057,14824449.98, 1070654.85,  965972.44, 1087137.23,  897844.80,  891704.38,  630973.68,  587380.33, 1465740.78,  854282.42, 1260887.26, 3247904.34,  738606.54,   16488.83, 1097243.52,      24.93,    9640.33
 2020058,14910876.76, 1070654.85,  965972.44, 1087137.23,  897844.80,  909098.12,  637959.42,  600319.46, 1471750.17,  854282.42, 1260887.26, 3247904.34,  751405.84,   25105.62, 1119488.32,      24.93,    8918.21
 2020059,14910876.76, 1070654.85,  965972.44, 1087137.23,  897844.80,  909098.12,  637959.42,  600319.46, 1471750.17,  854282.42, 1260887.26, 3247904.34,  751405.84,   25105.62, 1119488.32,      24.93,    8918.21
 2020060,14999006.93, 1070654.85,  965972.44, 1087137.23,  897844.80,  919051.96,  735449.65,  596926.42, 1464406.81,  854282.42, 1260887.26, 3247904.34,  746110.74,   30172.82, 1110708.97,      24.93,    9347.97
 2020061,15047348.94, 1070654.85,  965972.44, 1087137.23,  897844.80,  919051.96,  735449.65,  596926.42, 1483852.44,  854282.42, 1260887.26, 3247904.34,  753425.79,   30172.82, 1131743.60,      24.93,    9894.68
